Nido,Fecha,Hora,Dato,Sexo,Accion,Item
Grallaria_rufula_W4_SDR11,2014/12/6,21:07:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/6,21:09:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/6,21:45:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/6,21:47:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/7,1:32:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/7,1:34:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/7,3:37:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/7,3:41:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/7,3:49:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/7,4:30:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/7,4:53:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/7,5:12:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,5:13:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,5:16:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,5:17:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,5:19:17,on,x,f,lombriz
Grallaria_rufula_W4_SDR11,2014/12/7,5:20:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,5:37:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,5:37:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,5:46:44,on,both,br,x
Grallaria_rufula_W4_SDR11,2014/12/7,5:55:12,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/7,6:01:57,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,6:02:04,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,6:03:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,6:03:13,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,6:49:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,6:50:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,6:52:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,6:53:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,7:39:25,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,7:40:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,7:45:10,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,7:46:10,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,7:57:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,7:58:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,8:02:11,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,8:03:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,9:22:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,9:22:16,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,9:27:57,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,9:29:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,9:38:26,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,9:39:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,10:24:00,on,x,f,lombriz
Grallaria_rufula_W4_SDR11,2014/12/7,10:25:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,10:43:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,10:44:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,11:10:50,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,11:12:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,11:49:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,11:50:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,12:06:42,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,12:06:52,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,13:05:26,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,13:06:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,13:59:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,13:59:54,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,14:26:23,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,14:27:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,14:33:50,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/7,14:35:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/7,14:41:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,14:41:35,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,15:57:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,15:58:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,16:25:58,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,16:27:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,16:44:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,16:45:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,17:35:15,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,17:36:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,17:42:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,17:43:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,18:01:35,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,18:02:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/7,18:08:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/7,18:53:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/7,19:53:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/7,19:54:00,on,x,brn,bola
